Catalogue,Accession,Length,"Num. of genomes",Completeness,Contamination,Type,Taxonomy,"Last Updated"
"UHGG v2.0.1",MGYG000000239,2298700,1,100,0.81,Isolate,"Collinsella sp003471585",2021-12-07
"UHGG v2.0.1",MGYG000000240,2625986,45,100,0,Isolate,"Amedibacterium intestinale",2021-12-07
"UHGG v2.0.1",MGYG000000241,2654501,20,100,0.59,Isolate,"Desulfovibrio legallii",2021-12-07
"UHGG v2.0.1",MGYG000000242,3795523,880,99.37,0.63,Isolate,"Enterocloster sp000431375",2021-12-07
"UHGG v2.0.1",MGYG000000243,3947824,611,99.26,0.19,Isolate,"Phocaeicola massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000000244,2463343,693,100,0,Isolate,"Catenibacterium sp000437715",2021-12-07
"UHGG v2.0.1",MGYG000000245,4145433,97,99.03,0.36,Isolate,"Roseburia sp003470905",2021-12-07
"UHGG v2.0.1",MGYG000000246,2159802,114,100,0,Isolate,"Streptococcus pasteurianus",2021-12-07
"UHGG v2.0.1",MGYG000000247,1726497,135,100,0,Isolate,"Collinsella intestinalis",2021-12-07
"UHGG v2.0.1",MGYG000000248,2506217,14,98.77,0.61,Isolate,"Weissella cibaria",2021-12-07
"UHGG v2.0.1",MGYG000000249,3112009,669,99.12,0,Isolate,"Mediterraneibacter faecis",2021-12-07
"UHGG v2.0.1",MGYG000000250,3613289,295,98.66,0,Isolate,"TF01-11 sp001414325",2021-12-07
"UHGG v2.0.1",MGYG000000251,3784614,3272,98.95,0.63,Isolate,"Fusicatenibacter saccharivorans",2021-12-07
"UHGG v2.0.1",MGYG000000252,3616951,53,99.37,0,Isolate,"Blautia_A obeum_B",2021-12-07
"UHGG v2.0.1",MGYG000000253,2515110,997,98.11,1.11,Isolate,"Holdemanella sp002299315",2021-12-07
"UHGG v2.0.1",MGYG000000254,4496971,1620,99.46,0,Isolate,"Odoribacter splanchnicus",2021-12-07
"UHGG v2.0.1",MGYG000000255,3381729,19,100,0,Isolate,"CAG-81 sp900066055",2021-12-07
"UHGG v2.0.1",MGYG000000256,2471125,64,100,0,Isolate,"Olsenella_B sp000752675",2021-12-07
"UHGG v2.0.1",MGYG000000257,2328325,2,100,0.81,Isolate,"Collinsella sp900540855",2021-12-07
"UHGG v2.0.1",MGYG000000258,2177930,3764,99.33,0.67,Isolate,"Ruminococcus_E bromii_B",2021-12-07
"UHGG v2.0.1",MGYG000000259,3217196,49,99.37,0,Isolate,"UBA9502 sp003480315",2021-12-07
"UHGG v2.0.1",MGYG000000260,2309371,50,100,0.81,Isolate,"Collinsella sp003469205",2021-12-07
"UHGG v2.0.1",MGYG000000261,2228790,9,100,1.61,Isolate,"Collinsella sp003469185",2021-12-07
"UHGG v2.0.1",MGYG000000262,3404550,488,100,0.67,Isolate,"Anaerobutyricum hallii",2021-12-07
"UHGG v2.0.1",MGYG000000263,3712893,177,99.37,0.32,Isolate,"Blautia_A sp900066335",2021-12-07
"UHGG v2.0.1",MGYG000000264,2830712,1,97.68,0,Isolate,"Exiguobacterium sp003467445",2021-12-07
"UHGG v2.0.1",MGYG000000265,5489209,66,99.26,0,Isolate,"Bacteroides nordii",2021-12-07
"UHGG v2.0.1",MGYG000000266,2354443,4,100,0.81,Isolate,"Collinsella sp003437035",2021-12-07
"UHGG v2.0.1",MGYG000000267,1820123,132,97.17,3.13,Isolate,"Absicoccus sp000434355",2021-12-07
"UHGG v2.0.1",MGYG000000268,3370693,21,98.83,0,Isolate,"Schaedlerella sp900066545",2021-12-07
"UHGG v2.0.1",MGYG000000269,2159883,5,99.06,0,Isolate,"Faecalibacillus sp003480255",2021-12-07
"UHGG v2.0.1",MGYG000000270,2282490,1,100,0.81,Isolate,"Collinsella sp003469205",2021-12-07
"UHGG v2.0.1",MGYG000000271,4008876,1061,99.52,0.24,Isolate,"Roseburia sp900552665",2021-12-07
"UHGG v2.0.1",MGYG000000272,3991064,162,98.14,1.52,Isolate,"Prevotella hominis",2021-12-07
"UHGG v2.0.1",MGYG000000273,3492533,342,98.88,0.37,Isolate,"Phocaeicola coprophilus",2021-12-07
"UHGG v2.0.1",MGYG000000274,3652644,14,99.37,1.9,Isolate,"UBA9502 sp003506385",2021-12-07
"UHGG v2.0.1",MGYG000000275,2352570,9,100,1.61,Isolate,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000276,2876708,66,100,1.6,Isolate,"Caecibacter sp003467125",2021-12-07
"UHGG v2.0.1",MGYG000000277,2020595,18,100,0,Isolate,"Streptococcus mutans",2021-12-07
"UHGG v2.0.1",MGYG000000278,4338723,52,97.31,0.63,Isolate,"UBA3402 sp003478355",2021-12-07
"UHGG v2.0.1",MGYG000000279,2005377,5,99.85,0,Isolate,"Veillonella sp003463825",2021-12-07
"UHGG v2.0.1",MGYG000000280,2599910,77,96.09,0.72,Isolate,"AM51-8 sp003478275",2021-12-07
"UHGG v2.0.1",MGYG000000281,4359604,1,99.5,1.9,Isolate,"Lachnoclostridium_A sp003464085",2021-12-07
"UHGG v2.0.1",MGYG000000282,3383470,150,95.48,0,Isolate,"TF01-11 sp003524945",2021-12-07
"UHGG v2.0.1",MGYG000000283,1530282,4,74.24,0.2,MAG,"Collinsella sp900755685",2021-12-07
"UHGG v2.0.1",MGYG000000284,5935659,3,98.62,0.13,MAG,"Parabacteroides sp900540715",2021-12-07
"UHGG v2.0.1",MGYG000000285,2408444,4,76.41,3.1,MAG,"UBA7185 sp900556545",2021-12-07
"UHGG v2.0.1",MGYG000000286,1017072,1,62.57,0,MAG,CAG-274,2021-12-07
"UHGG v2.0.1",MGYG000000287,7249439,3,99.37,0.32,MAG,"Robinsoniella sp900539655",2021-12-07
"UHGG v2.0.1",MGYG000000288,2089424,12,98.39,0.81,MAG,"Collinsella sp900541145",2021-12-07
"UHGG v2.0.1",MGYG000000289,3001000,74,98.47,0,MAG,"Prevotella buccae",2021-12-07
"UHGG v2.0.1",MGYG000000290,2102511,3,100,0.81,MAG,"Collinsella sp900540995",2021-12-07
"UHGG v2.0.1",MGYG000000291,1703578,5,98.39,0.4,MAG,"CAG-1427 sp900547965",2021-12-07
"UHGG v2.0.1",MGYG000000292,1801546,3,89.18,0.76,MAG,"Collinsella sp900551635",2021-12-07
"UHGG v2.0.1",MGYG000000293,1677303,2,56.9,0,MAG,"Veillonella sp900556785",2021-12-07
"UHGG v2.0.1",MGYG000000294,1781860,27,98.65,1.5,MAG,"Phascolarctobacterium_A sp900544885",2021-12-07
"UHGG v2.0.1",MGYG000000295,2812533,10,92.56,0.69,MAG,"Clostridium_E sporosphaeroides",2021-12-07
"UHGG v2.0.1",MGYG000000296,1868390,38,100,0,MAG,"Peptostreptococcus anaerobius",2021-12-07
"UHGG v2.0.1",MGYG000000297,1541132,10,93.82,0,MAG,"UBA7057 sp900543675",2021-12-07
"UHGG v2.0.1",MGYG000000298,1627980,2,87.62,1.84,MAG,Streptococcus,2021-12-07
"UHGG v2.0.1",MGYG000000299,1835106,6,97.95,0.47,MAG,"Pauljensenia sp900541895",2021-12-07
"UHGG v2.0.1",MGYG000000300,1294904,3,76.79,3.84,MAG,CAG-1427,2021-12-07
"UHGG v2.0.1",MGYG000000301,2679417,3,96.52,0.21,MAG,"Blautia_A sp900541985",2021-12-07
"UHGG v2.0.1",MGYG000000302,2151766,3,100,0.81,MAG,"Collinsella sp900540905",2021-12-07
"UHGG v2.0.1",MGYG000000303,2213433,30,99.53,0.59,MAG,"Varibaculum cambriense_A",2021-12-07
"UHGG v2.0.1",MGYG000000304,1613120,4,100,0.23,MAG,"CAG-1427 sp900542525",2021-12-07
"UHGG v2.0.1",MGYG000000305,2446714,3,97.04,0.54,MAG,"RF16 sp900542355",2021-12-07
"UHGG v2.0.1",MGYG000000307,2184222,3,94.67,0.67,MAG,"Rothia mucilaginosa",2021-12-07
"UHGG v2.0.1",MGYG000000308,1974388,2,80.86,2.56,MAG,"Pauljensenia sp001064145",2021-12-07
"UHGG v2.0.1",MGYG000000309,2008488,8,99.19,0.81,MAG,"Collinsella sp900755685",2021-12-07
"UHGG v2.0.1",MGYG000000310,1785527,7,94.63,2.1,MAG,"Phascolarctobacterium_A sp900552855",2021-12-07
"UHGG v2.0.1",MGYG000000311,1913729,2,90.1,1.2,MAG,"Veillonella sp900550175",2021-12-07
"UHGG v2.0.1",MGYG000000312,2782709,11,98.56,0.19,MAG,"Eisenbergiella sp900539715",2021-12-07
"UHGG v2.0.1",MGYG000000313,1450348,2,60.14,0,MAG,"Collinsella vaginalis",2021-12-07
"UHGG v2.0.1",MGYG000000314,2037187,2,93.01,1.04,MAG,"Collinsella sp900550355",2021-12-07
"UHGG v2.0.1",MGYG000000315,1984931,3,90.6,0.85,MAG,"UMGS951 sp900547585",2021-12-07
"UHGG v2.0.1",MGYG000000316,2303090,3,86.47,0.89,MAG,"UBA945 sp900549675",2021-12-07
"UHGG v2.0.1",MGYG000000317,2151510,12,98.98,0.23,MAG,"Haemophilus_D parainfluenzae",2021-12-07
"UHGG v2.0.1",MGYG000000318,1498040,3,89.18,0.28,MAG,"Streptococcus infantis_I",2021-12-07
"UHGG v2.0.1",MGYG000000319,2608342,3,92.75,0.67,MAG,"Pygmaiobacter massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000000320,2132138,62,100,0.81,MAG,"Collinsella sp900540945",2021-12-07
"UHGG v2.0.1",MGYG000000321,1964511,3,94.76,1.08,MAG,"Collinsella sp900549355",2021-12-07
"UHGG v2.0.1",MGYG000000322,3470887,6,96.29,0.27,MAG,"Odoribacter sp900544025",2021-12-07
"UHGG v2.0.1",MGYG000000323,3361404,29,99.25,0.38,MAG,"Enterococcus_D sp002850555",2021-12-07
"UHGG v2.0.1",MGYG000000324,1991867,2,94.44,1.73,MAG,"Collinsella sp900549245",2021-12-07
"UHGG v2.0.1",MGYG000000325,3194566,1,97.52,2.03,MAG,CAG-95,2021-12-07
"UHGG v2.0.1",MGYG000000326,2307278,3,95.31,1.32,MAG,"Rothia terrae",2021-12-07
"UHGG v2.0.1",MGYG000000327,1681373,2,82.08,0.36,MAG,"Collinsella sp900540985",2021-12-07
"UHGG v2.0.1",MGYG000000328,1880403,4,63.8,0.86,MAG,"CAG-272 sp900556615",2021-12-07
"UHGG v2.0.1",MGYG000000330,2487416,11,98.94,0,MAG,"Lentilactobacillus parabuchneri",2021-12-07
"UHGG v2.0.1",MGYG000000331,2076395,4,99.19,0.81,MAG,"Collinsella sp900544995",2021-12-07
"UHGG v2.0.1",MGYG000000332,1262091,44,92.13,0,MAG,"CAG-605 sp000433255",2021-12-07
"UHGG v2.0.1",MGYG000000333,2036327,4,96.77,2.82,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000334,2196649,1,84.72,2.19,MAG,UBA5446,2021-12-07
"UHGG v2.0.1",MGYG000000335,1887038,4,90.08,0.77,MAG,"Enterococcus_G italicus",2021-12-07
"UHGG v2.0.1",MGYG000000336,1244397,3,63.52,1.18,MAG,Varibaculum,2021-12-07
"UHGG v2.0.1",MGYG000000337,3835549,4,95.92,1.09,MAG,"Morganella morganii_B",2021-12-07
"UHGG v2.0.1",MGYG000000338,3410865,3,97.5,0,MAG,"Anaerobiospirillum sp900543125",2021-12-07
"UHGG v2.0.1",MGYG000000339,1808008,1,76.03,2.01,MAG,UBA9475,2021-12-07
"UHGG v2.0.1",MGYG000000342,990972,1,62.04,1.63,MAG,Oxalobacter,2021-12-07
"UHGG v2.0.1",MGYG000000343,3841231,7,97.99,0,MAG,"Odoribacter sp900548135",2021-12-07
"UHGG v2.0.1",MGYG000000344,2550499,42,96.77,0,MAG,"QALS01 sp900555925",2021-12-07
"UHGG v2.0.1",MGYG000000345,3773289,8,93.21,2.03,MAG,"UBA1829 sp002338895",2021-12-07
"UHGG v2.0.1",MGYG000000346,2294646,1,58.53,0,MAG,Lachnospiraceae,2021-12-07
"UHGG v2.0.1",MGYG000000347,1763421,2,96,0,MAG,"Tener-01 sp001940985",2021-12-07
"UHGG v2.0.1",MGYG000000348,2655711,3,95.91,0.94,MAG,CAG-485,2021-12-07
"UHGG v2.0.1",MGYG000000349,1402736,33,95.16,0.16,MAG,"CAG-1138 sp000434675",2021-12-07
"UHGG v2.0.1",MGYG000000350,1589625,1,71.95,1.34,MAG,CAG-272,2021-12-07
"UHGG v2.0.1",MGYG000000351,1843595,1,96.15,0,MAG,CAG-521,2021-12-07
"UHGG v2.0.1",MGYG000000352,1338316,1,56.59,0.67,MAG,UBA1740,2021-12-07
"UHGG v2.0.1",MGYG000000353,2738445,29,98.05,0.19,MAG,"UBA7173 sp900548705",2021-12-07
"UHGG v2.0.1",MGYG000000354,2905675,13,96.48,0.57,MAG,"CAG-485 sp001701295",2021-12-07
"UHGG v2.0.1",MGYG000000355,2806154,3,91.67,0.77,MAG,Parabacteroides,2021-12-07
"UHGG v2.0.1",MGYG000000356,2991584,3,96.62,1.34,MAG,VUNI01,2021-12-07
"UHGG v2.0.1",MGYG000000357,2815297,2,96.04,0.75,MAG,CAG-873,2021-12-07
"UHGG v2.0.1",MGYG000000358,1561461,9,96.63,0,MAG,"UBA1436 sp002329395",2021-12-07
"UHGG v2.0.1",MGYG000000359,2647452,1,94.7,1.27,MAG,UBA7182,2021-12-07
"UHGG v2.0.1",MGYG000000360,4492877,22,94.57,1.35,MAG,"UBA1829 sp900548385",2021-12-07
"UHGG v2.0.1",MGYG000000361,1916694,1,74.26,2.01,MAG,VSOB01,2021-12-07
"UHGG v2.0.1",MGYG000000362,2638970,541,97.99,0,MAG,"CAG-115 sp003531585",2021-12-07
"UHGG v2.0.1",MGYG000000363,2012818,20,88.89,0.85,MAG,"Zag1 sp001917115",2021-12-07
"UHGG v2.0.1",MGYG000000364,3039243,13,98.66,0,MAG,"Coprococcus sp900767685",2021-12-07
"UHGG v2.0.1",MGYG000000365,1394461,6,75.55,0.67,MAG,"CAG-269 sp900556695",2021-12-07
"UHGG v2.0.1",MGYG000000366,2815847,10,96.42,0,MAG,"UMGS882 sp900757905",2021-12-07
"UHGG v2.0.1",MGYG000000367,1764233,12,97.87,0,MAG,"QAKD01 sp003343965",2021-12-07
"UHGG v2.0.1",MGYG000000368,1707423,5,88.59,0.17,MAG,"F23-B02 sp004553495",2021-12-07
"UHGG v2.0.1",MGYG000000369,1959873,118,88.76,0.06,MAG,"CAG-170 sp003516765",2021-12-07
"UHGG v2.0.1",MGYG000000370,2729121,123,94.63,1.01,MAG,"CAG-170 sp900545925",2021-12-07
"UHGG v2.0.1",MGYG000000371,2427904,9,93.96,0,MAG,"CAG-390 sp003523225",2021-12-07
"UHGG v2.0.1",MGYG000000372,1318863,66,81.56,0,MAG,"CAG-273 sp003507395",2021-12-07
"UHGG v2.0.1",MGYG000000373,2809464,15,94.99,2.04,MAG,"UMGS1537 sp900761045",2021-12-07
"UHGG v2.0.1",MGYG000000374,1601144,2,98.88,0,MAG,"CAG-631 sp900762575",2021-12-07
"UHGG v2.0.1",MGYG000000375,1473545,1,77.54,1.42,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000000376,685078,1,60.59,0.85,MAG,UBA1103,2021-12-07
"UHGG v2.0.1",MGYG000000377,2320618,2,86.06,0.83,MAG,UMGS1766,2021-12-07
"UHGG v2.0.1",MGYG000000378,2604862,1,97.26,0.95,MAG,Lachnospiraceae,2021-12-07
"UHGG v2.0.1",MGYG000000379,2070552,33,97.99,0,MAG,"Eubacterium_R sp900539425",2021-12-07
"UHGG v2.0.1",MGYG000000380,1622044,1,76.47,3.62,MAG,Merdibacter,2021-12-07
"UHGG v2.0.1",MGYG000000381,953676,1,80.9,2.25,MAG,CAG-628,2021-12-07
"UHGG v2.0.1",MGYG000000382,1513268,13,74.1,0.45,MAG,"CAG-269 sp900554175",2021-12-07
"UHGG v2.0.1",MGYG000000383,1702468,1,93.06,0.67,MAG,UBA737,2021-12-07
"UHGG v2.0.1",MGYG000000384,1439005,3,72.11,0.92,MAG,CAG-354,2021-12-07
"UHGG v2.0.1",MGYG000000385,1909808,3,88.89,0.85,MAG,Zag111,2021-12-07
"UHGG v2.0.1",MGYG000000386,2252934,4,89.73,0.84,MAG,UMGS911,2021-12-07
"UHGG v2.0.1",MGYG000000387,2488147,2,87.64,0.53,MAG,Lachnospiraceae,2021-12-07
"UHGG v2.0.1",MGYG000000388,2362060,1,83.02,3.43,MAG,UMGS1623,2021-12-07
"UHGG v2.0.1",MGYG000000389,2762523,16,96.94,0.63,MAG,"Roseburia sp900550935",2021-12-07
"UHGG v2.0.1",MGYG000000390,2232010,1,83.68,2.19,MAG,Acutalibacteraceae,2021-12-07
"UHGG v2.0.1",MGYG000000391,1644097,1,93.55,1.61,MAG,"UBA11475 sp003538975",2021-12-07
"UHGG v2.0.1",MGYG000000392,2042501,1,97.32,0,MAG,"Ruminococcus_E sp003521625",2021-12-07
"UHGG v2.0.1",MGYG000000393,2242585,1,85.95,0.98,MAG,RC9,2021-12-07
"UHGG v2.0.1",MGYG000000394,1906398,7,92.47,0,MAG,CAG-495,2021-12-07
"UHGG v2.0.1",MGYG000000395,2097770,8,97.99,0,MAG,"CAG-217 sp900547275",2021-12-07
"UHGG v2.0.1",MGYG000000396,2040467,1,99.19,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000397,1182481,1,68.75,0.56,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000398,2936252,2,94.63,0,MAG,TF01-11,2021-12-07
"UHGG v2.0.1",MGYG000000399,1208519,1,56.05,0.81,MAG,Borkfalkiaceae,2021-12-07
"UHGG v2.0.1",MGYG000000400,2908659,5,98.68,0.38,MAG,UBA7173,2021-12-07
"UHGG v2.0.1",MGYG000000401,788854,1,78.61,0.56,MAG,UBA4626,2021-12-07
"UHGG v2.0.1",MGYG000000402,1550033,1,54.31,0,MAG,"Pseudoruminococcus sp902765855",2021-12-07
"UHGG v2.0.1",MGYG000000403,2138464,1,67.3,0.67,MAG,UBA4716,2021-12-07
"UHGG v2.0.1",MGYG000000404,2228546,268,97.5,0.07,MAG,"UBA11774 sp003507655",2021-12-07
"UHGG v2.0.1",MGYG000000405,2251507,83,88.81,0.67,MAG,"CAG-390 sp000437015",2021-12-07
"UHGG v2.0.1",MGYG000000406,1936952,28,89.82,0,MAG,"UBA10677 sp003533505",2021-12-07
"UHGG v2.0.1",MGYG000000407,980671,2,92.02,0,MAG,UBA1242,2021-12-07
"UHGG v2.0.1",MGYG000000408,1810289,1,92.31,0.85,MAG,Gastranaerophilaceae,2021-12-07
"UHGG v2.0.1",MGYG000000409,2691378,52,95.97,0,MAG,"QALS01 sp003150575",2021-12-07
"UHGG v2.0.1",MGYG000000410,1882952,127,89.74,1.14,MAG,"Zag111 sp002102825",2021-12-07
"UHGG v2.0.1",MGYG000000411,1335301,1,51.9,0,MAG,Dialister,2021-12-07
"UHGG v2.0.1",MGYG000000412,2387553,687,99.38,0.29,MAG,"Succinivibrio sp000431835",2021-12-07
"UHGG v2.0.1",MGYG000000413,2856126,3,88.55,2.55,MAG,UBA7185,2021-12-07
"UHGG v2.0.1",MGYG000000414,2648727,50,99.04,0.96,MAG,"Alistipes sp900546065",2021-12-07
"UHGG v2.0.1",MGYG000000415,2630685,5,99.43,0,MAG,"UBA11471 sp900547555",2021-12-07
"UHGG v2.0.1",MGYG000000416,1978468,6,90.04,0.69,MAG,"UMGS1865 sp900555785",2021-12-07
"UHGG v2.0.1",MGYG000000417,2910146,10,93.49,1.34,MAG,"Acetatifactor sp900755865",2021-12-07
"UHGG v2.0.1",MGYG000000418,2050770,22,99.46,0,MAG,"UBA1820 sp003150615",2021-12-07
"UHGG v2.0.1",MGYG000000419,1104451,65,94.94,1.12,MAG,"CAG-710 sp000432595",2021-12-07
"UHGG v2.0.1",MGYG000000420,2126341,10,96.73,1.57,MAG,"UMGS1670 sp900553995",2021-12-07
"UHGG v2.0.1",MGYG000000421,1698944,1,72.08,4.19,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000000422,1769950,2,87.41,0.85,MAG,Zag1,2021-12-07
"UHGG v2.0.1",MGYG000000423,1728758,4,79.69,1.68,MAG,UBA7001,2021-12-07
"UHGG v2.0.1",MGYG000000424,2854163,9,97.99,0,MAG,"CAG-353 sp900768995",2021-12-07
"UHGG v2.0.1",MGYG000000425,1738291,5,93.29,0.34,MAG,Ruminococcaceae,2021-12-07
"UHGG v2.0.1",MGYG000000426,1083370,1,74.72,2.25,MAG,UBA5026,2021-12-07
"UHGG v2.0.1",MGYG000000427,2168872,12,100,0,MAG,"CAG-449 sp000432895",2021-12-07
"UHGG v2.0.1",MGYG000000428,1789472,2,86.8,0,MAG,UMGS1795,2021-12-07
"UHGG v2.0.1",MGYG000000429,1972857,96,94.35,0,MAG,"UBA7597 sp900542935",2021-12-07
"UHGG v2.0.1",MGYG000000430,1166774,4,90.45,1.12,MAG,"CAG-1000 sp900761555",2021-12-07
"UHGG v2.0.1",MGYG000000431,1700744,105,98.5,0,MAG,"CAG-288 sp000437395",2021-12-07
"UHGG v2.0.1",MGYG000000432,1590144,1,73.54,1.23,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000000433,1914532,2,98.67,2.67,MAG,UBA1737,2021-12-07
"UHGG v2.0.1",MGYG000000434,1031211,25,94.94,1.28,MAG,"CAG-611 sp900552235",2021-12-07
"UHGG v2.0.1",MGYG000000435,1948428,11,100,0,MAG,"RUG131 sp900549975",2021-12-07
"UHGG v2.0.1",MGYG000000436,2103098,73,89.74,0.85,MAG,"CAG-306 sp000980375",2021-12-07
"UHGG v2.0.1",MGYG000000437,3341375,1,65.52,0,MAG,"Alistipes sp001941065",2021-12-07
"UHGG v2.0.1",MGYG000000438,1976904,24,89.74,0.85,MAG,"Zag1 sp000433095",2021-12-07
"UHGG v2.0.1",MGYG000000440,2422037,2,94.41,0.69,MAG,UMGS1865,2021-12-07
"UHGG v2.0.1",MGYG000000441,2454454,34,95.27,0.68,MAG,"CAG-312 sp900545705",2021-12-07
"UHGG v2.0.1",MGYG000000442,3125088,10,96.7,0,MAG,"CAG-462 sp003489705",2021-12-07
"UHGG v2.0.1",MGYG000000443,1708212,1,92.3,1.01,MAG,Eubacterium_R,2021-12-07
"UHGG v2.0.1",MGYG000000444,2535942,33,94.76,0.83,MAG,"Borkfalkia ceftriaxoniphila",2021-12-07
"UHGG v2.0.1",MGYG000000445,1525621,4,94.04,0.06,MAG,RUG410,2021-12-07
"UHGG v2.0.1",MGYG000000446,1423737,7,93.26,0.16,MAG,"UMGS1045 sp900547995",2021-12-07
"UHGG v2.0.1",MGYG000000447,1931770,5,89.74,0.85,MAG,"CAG-484 sp900554385",2021-12-07
"UHGG v2.0.1",MGYG000000448,2372251,1,84.74,0.88,MAG,CAG-873,2021-12-07
"UHGG v2.0.1",MGYG000000449,1523903,11,76.78,1.34,MAG,"CAG-269 sp000438255",2021-12-07
"UHGG v2.0.1",MGYG000000450,2671977,2,89.93,0,MAG,UMGS1826,2021-12-07
"UHGG v2.0.1",MGYG000000451,1842661,31,98.53,0,MAG,"UBA1820 sp002314265",2021-12-07
"UHGG v2.0.1",MGYG000000452,2678398,10,94.83,0,MAG,"Barnesiella sp002159975",2021-12-07
"UHGG v2.0.1",MGYG000000453,1755797,75,97.32,0,MAG,"Eubacterium_R sp900539775",2021-12-07
"UHGG v2.0.1",MGYG000000454,1064846,1,54.1,0.67,MAG,RUG11130,2021-12-07
"UHGG v2.0.1",MGYG000000455,1994916,1,83.3,1.4,MAG,UMGS1537,2021-12-07
"UHGG v2.0.1",MGYG000000456,2140419,1,76.11,2.53,MAG,Acutalibacteraceae,2021-12-07
"UHGG v2.0.1",MGYG000000457,1876873,64,94.63,0,MAG,"UBA737 sp900549755",2021-12-07
"UHGG v2.0.1",MGYG000000458,1496553,9,94.35,0,MAG,"CAG-314 sp900551395",2021-12-07
"UHGG v2.0.1",MGYG000000459,1088338,10,77.69,0,MAG,UBA1242,2021-12-07
"UHGG v2.0.1",MGYG000000460,1595400,49,86.17,0,MAG,"CAG-475 sp900550915",2021-12-07
"UHGG v2.0.1",MGYG000000461,905840,3,69.7,0,MAG,"UBA11517 sp900768545",2021-12-07
"UHGG v2.0.1",MGYG000000462,1821707,10,95.42,1.36,MAG,"UBA940 sp900768115",2021-12-07
"UHGG v2.0.1",MGYG000000463,1724452,72,92.17,0,MAG,"CAG-841 sp000437375",2021-12-07
"UHGG v2.0.1",MGYG000000464,1534068,5,88.03,0.85,MAG,"QHMH01 sp003258795",2021-12-07
"UHGG v2.0.1",MGYG000000465,930329,1,79.21,2.25,MAG,CAG-460,2021-12-07
"UHGG v2.0.1",MGYG000000466,1837167,35,88.37,0.67,MAG,"UMGS1668 sp900553955",2021-12-07
"UHGG v2.0.1",MGYG000000467,2445290,2,92.99,3.04,MAG,"CAAGED01 sp900768505",2021-12-07
"UHGG v2.0.1",MGYG000000468,2935049,11,93.19,0.67,MAG,"UMGS1696 sp900554225",2021-12-07
"UHGG v2.0.1",MGYG000000469,1307310,7,93.26,1.12,MAG,UBA6414,2021-12-07
"UHGG v2.0.1",MGYG000000470,2694868,15,100,0,MAG,"Brachyspira pilosicoli",2021-12-07
"UHGG v2.0.1",MGYG000000471,1588654,2,97.27,0,MAG,"UBA7642 sp900770925",2021-12-07
"UHGG v2.0.1",MGYG000000472,1121511,21,81.52,1.61,MAG,"UMGS2069 sp900554955",2021-12-07
"UHGG v2.0.1",MGYG000000473,1843328,6,88.51,1.61,MAG,"UBA10281 sp900767495",2021-12-07
"UHGG v2.0.1",MGYG000000474,1911183,1,82.25,3.46,MAG,Dysosmobacter,2021-12-07
"UHGG v2.0.1",MGYG000000475,1625826,102,97.4,0.62,MAG,"Duodenibacillus sp900544335",2021-12-07
"UHGG v2.0.1",MGYG000000476,2809926,8,94.41,0.67,MAG,"UMGS882 sp900546385",2021-12-07
"UHGG v2.0.1",MGYG000000477,1717685,2,81.8,3.05,MAG,"UBA1234 sp900753135",2021-12-07
"UHGG v2.0.1",MGYG000000478,1684203,21,96.63,0,MAG,"UBA4951 sp900540385",2021-12-07
"UHGG v2.0.1",MGYG000000479,2347794,67,99.3,0,MAG,"Treponema_D sp900541995",2021-12-07
"UHGG v2.0.1",MGYG000000480,1940095,6,93.92,0.34,MAG,"CAG-312 sp900546565",2021-12-07
"UHGG v2.0.1",MGYG000000481,2443498,4,96.13,3.29,MAG,UMGS1387,2021-12-07
"UHGG v2.0.1",MGYG000000482,1135888,2,75.33,0.22,MAG,"HGM13634 sp900770385",2021-12-07
"UHGG v2.0.1",MGYG000000483,1951388,8,91.94,0,MAG,"HGM11416 sp900766495",2021-12-07
"UHGG v2.0.1",MGYG000000484,2428908,398,100,0,MAG,"Butyrivibrio_A sp000431815",2021-12-07
"UHGG v2.0.1",MGYG000000485,1980530,3,86.69,1.28,MAG,"Zag1 sp900767135",2021-12-07
"UHGG v2.0.1",MGYG000000486,2258701,7,99.4,1.2,MAG,"Phascolarctobacterium_A sp900770955",2021-12-07
"UHGG v2.0.1",MGYG000000487,2815466,5,97.32,0.67,MAG,"CAG-115 sp900768125",2021-12-07
"UHGG v2.0.1",MGYG000000488,1945837,4,98.67,1.33,MAG,"Anaeroplasma sp900767915",2021-12-07
"UHGG v2.0.1",MGYG000000489,2786257,15,98.71,1.13,MAG,"Agathobacter sp900548765",2021-12-07
"UHGG v2.0.1",MGYG000000490,2369759,5,93.18,0.69,MAG,"UMGS1865 sp900768535",2021-12-07
"UHGG v2.0.1",MGYG000000491,2014387,51,89.74,0.85,MAG,"Zag111 sp003258735",2021-12-07
"UHGG v2.0.1",MGYG000000492,1465212,30,95.7,0,MAG,"RUG410 sp900553115",2021-12-07
